time,Volume,Tot Inflow Vol,Tot Outflow Vol,Overflow Vol,Evapouration,Rain,Lake Level,Surface Area,Black Ice,Snow,White Ice,Max Temp,Min Temp,Surface Temp,Daily Qsw,Daily Qe,Daily Qh,Daily Qlw,Light,Max dT/dz
2009-04-07 24:00:00,  164146.073363,       0.000000,       0.000000,       0.000000,     -37.290904,       0.000000,      22.547937,      13.588730,       0.000000,       0.000000,       0.000000,       4.996179,       4.996179,       4.996179,274876400797505.190000,-91474587970822.859000,-85487751716724.984000,-110949735726806.980000,     234.094916,       0.440068
2009-04-08 24:00:00,  164119.693446,       0.000000,       0.000000,       0.000000,     -25.498596,       0.000000,      22.546061,      13.587600,       0.000000,       0.000000,       0.000000,       5.082740,       5.082740,       5.082740,256110375260552.370000,-62548055839032.016000,-24126279339087.590000,-108472479624701.020000,     218.139617,       0.440064
2009-04-09 24:00:00,  164104.777297,       0.000000,       0.000000,       0.000000,     -14.416618,       0.000000,      22.545000,      13.586960,       0.000000,       0.000000,       0.000000,       5.263623,       5.263623,       5.263623,277298213423882.530000,-35363965125290.414000,-2162251916922.968700,-113758023435678.140000,     236.205817,       0.440062
2009-04-10 24:00:00,  164082.412868,       0.000000,       0.000000,       0.000000,     -21.614445,       0.000000,      22.543409,      13.586001,       0.000000,       0.000000,       0.000000,       5.403744,       5.403744,       5.403744,282586854434132.870000,-53020232541354.656000,-11908835366464.781000,-119690262375639.340000,     240.722071,       0.440059
2009-04-11 24:00:00,  164067.817448,       0.000000,       0.000000,       0.000000,     -14.104972,       0.000000,      22.542371,      13.585376,       0.000000,       0.000000,       0.000000,       5.565142,       5.565142,       5.565142,284513149302139.750000,-34599496435881.457000,-13900475258740.293000,-123397878802692.830000,     242.380091,       0.440056
2009-04-12 24:00:00,  164047.118220,       0.000000,       0.000000,       0.000000,     -20.002753,       0.000000,      22.540898,      13.584488,       0.000000,       0.000000,       0.000000,       5.699851,       5.699851,       5.699851,288181349475768.500000,-49066752172299.328000,-14587259822396.199000,-130280032546783.810000,     245.516381,       0.440053
2009-04-13 24:00:00,  164045.370227,       0.000000,       0.000000,       0.000000,     -28.858044,      27.168977,      22.540774,      13.584413,       0.000000,       0.000000,       0.000000,       5.699665,       5.699665,       5.699665,152536105043620.440000,-70788782766218.000000,-28192526545514.469000,-52739391135345.227000,     129.961771,       0.440053
2009-04-14 24:00:00,  164037.152399,       0.000000,       0.000000,       0.000000,     -21.525171,      13.584413,      22.540189,      13.584061,       0.000000,       0.000000,       0.000000,       5.783730,       5.783730,       5.783730,147602292481258.560000,-52801243817162.219000,-7485231799710.717800,-28677345283826.977000,     125.758824,       0.440052
2009-04-15 24:00:00,  164019.498633,       0.000000,       0.000000,       0.000000,     -17.058111,       0.000000,      22.538934,      13.583304,       0.000000,       0.000000,       0.000000,       6.017432,       6.017432,       6.017432,268833395545114.810000,-41843547320789.172000,13773960592511.053000,-78558657934540.750000,     229.055036,       0.440047
2009-04-16 24:00:00,  164009.874972,       0.000000,       0.000000,       0.000000,      -9.298432,       0.000000,      22.538249,      13.582892,       0.000000,       0.000000,       0.000000,       6.310464,       6.310464,       6.310464,293224734240506.250000,-22809053351956.305000,26952934483035.816000,-94300658437378.734000,     249.851191,       0.440045
2009-04-17 24:00:00,  163999.793248,       0.000000,       0.000000,       0.000000,      -9.740719,       0.000000,      22.537532,      13.582460,       0.000000,       0.000000,       0.000000,       6.619620,       6.619620,       6.619620,294081631144916.750000,-23893983578695.187000,41895167237718.484000,-97941439515653.719000,     250.588948,       0.440042
2009-04-18 24:00:00,  163995.614557,       0.000000,       0.000000,       0.000000,      -4.037222,       0.000000,      22.537235,      13.582281,       0.000000,       0.000000,       0.000000,       6.894075,       6.894075,       6.894075,196335834641121.590000,-9903306124597.210900,56445111752992.578000,-53211635705749.953000,     167.304417,       0.440041
2009-04-19 24:00:00,  164079.964984,       0.000000,       0.000000,       0.000000,       0.000000,      81.493683,      22.543235,      13.585897,       0.000000,       0.000000,       0.000000,       7.232127,       7.232127,       7.232127,128075038636554.030000,       0.000000,80680556828497.641000,22804148716030.133000,     109.138519,       0.440058
2009-04-20 24:00:00,  164248.176657,       0.000000,       0.000000,      59.910616,     -10.505224,     230.960241,      22.555200,      13.593107,       0.000000,       0.000000,       0.000000,       7.296652,       7.296652,       7.296652,92067029511634.703000,-25769314713022.266000,-7946698891918.064500,-13503476637813.748000,      78.433589,       0.440079
2009-04-21 24:00:00,  164248.176657,       0.000000,       0.000000,      89.357213,     -35.938248,     122.337967,      22.555200,      13.593107,       0.000000,       0.000000,       0.000000,       7.175561,       7.175561,       7.175561,100960775815229.050000,-88156523401326.250000,-67075259489500.656000,-27266915974980.242000,      85.964707,       0.440076
2009-04-22 24:00:00,  164221.808277,       0.000000,       0.000000,       0.000000,     -25.495655,       0.000000,      22.553324,      13.591977,       0.000000,       0.000000,       0.000000,       7.376204,       7.376204,       7.376204,296894169235597.690000,-62540840704557.117000,-6375628731047.530300,-88118154261964.625000,     252.795406,       0.440080
2009-04-23 24:00:00,  164214.335010,       0.000000,       0.000000,       0.000000,     -20.817297,      13.591977,      22.552793,      13.591657,       0.000000,       0.000000,       0.000000,       7.631173,       7.631173,       7.631173,274547749824097.970000,-51064830155326.742000,28387814618863.930000,-74809473337084.109000,     233.787622,       0.440079
2009-04-24 24:00:00,  164214.335010,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,      22.552793,      13.591657,       0.000000,       0.000000,       0.000000,       8.251725,       8.251725,       8.251725,286832882386714.500000,       0.000000,170431116659731.590000,-28703915736920.520000,     244.254626,       0.440079
2009-04-25 24:00:00,  164248.176657,       0.000000,       0.000000,     219.209635,       0.000000,     244.649821,      22.555200,      13.593107,       0.000000,       0.000000,       0.000000,       8.781615,       8.781615,       8.781615,162856046990984.530000,       0.000000,181677985769234.870000,14355954607965.049000,     138.681251,       0.440065
2009-04-26 24:00:00,  164248.176657,       0.000000,       0.000000,     646.756247,       0.000000,     625.282942,      22.555200,      13.593107,       0.000000,       0.000000,       0.000000,       9.177427,       9.177427,       9.177427,176987866259229.940000,       0.000000,68395878254873.906000,17287729533267.223000,     150.699219,       0.440029
2009-04-27 24:00:00,  164248.176657,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,      22.555200,      13.593107,       0.000000,       0.000000,       0.000000,       9.742396,       9.742396,       9.742396,176611813397497.340000,       0.000000,190964684042751.470000,22155263317574.855000,     150.379023,       0.440084
2009-04-28 24:00:00,  164245.798799,       0.000000,       0.000000,       0.000000,     -15.892265,      13.593107,      22.555031,      13.593005,       0.000000,       0.000000,       0.000000,      10.010586,      10.010586,      10.010586,302631265462894.750000,-38983726362534.414000,-1057389128090.009000,-76269580977937.828000,     257.680350,       0.440084
2009-04-29 24:00:00,  164238.673903,       0.000000,       0.000000,       0.000000,      -6.889028,       0.000000,      22.554524,      13.592700,       0.000000,       0.000000,       0.000000,      10.332635,      10.332635,      10.332635,264329599201101.690000,-16898784990050.051000,14339226790437.518000,-38613827976922.328000,     225.069457,       0.440082
2009-04-30 24:00:00,  164248.176657,       0.000000,       0.000000,     117.022887,       0.000000,     122.334301,      22.555200,      13.593107,       0.000000,       0.000000,       0.000000,      10.530247,      10.530247,      10.530247,107815977270863.920000,       0.000000,35463351496877.102000,-7739265151246.757800,      91.804432,       0.440074
2009-05-01 24:00:00,  164235.747742,       0.000000,       0.000000,       0.000000,     -12.017550,       0.000000,      22.554316,      13.592575,       0.000000,       0.000000,       0.000000,      10.758300,      10.758300,      10.758300,219748137836560.560000,-29479050064581.891000,23963156842595.453000,-55999101327643.961000,     187.108153,       0.440082
2009-05-02 24:00:00,  164206.441103,       0.000000,       0.000000,       0.000000,     -28.335554,       0.000000,      22.552231,      13.591318,       0.000000,       0.000000,       0.000000,      10.978287,      10.978287,      10.978287,309460429564741.870000,-69507112746583.180000,-2498987005113.270000,-84237348098142.422000,     263.505482,       0.440078
2009-05-03 24:00:00,  164181.965574,       0.000000,       0.000000,       0.000000,     -23.662337,       0.000000,      22.550490,      13.590269,       0.000000,       0.000000,       0.000000,      11.206948,      11.206948,      11.206948,307237582303432.060000,-58043712019379.617000,8389489163166.877000,-98448796834061.266000,     261.636911,       0.440074
2009-05-04 24:00:00,  164170.297081,       0.000000,       0.000000,       0.000000,     -11.279940,       0.000000,      22.549660,      13.589769,       0.000000,       0.000000,       0.000000,      11.794264,      11.206948,      11.794264,304471100468042.750000,-27669693346757.934000,18282238593214.711000,-91226030890570.625000,       0.710668,       0.058695
2009-05-05 24:00:00,  164156.964433,       0.000000,       0.000000,       0.000000,     -12.888206,       0.000000,      22.548712,      13.589197,       0.000000,       0.000000,       0.000000,      12.161946,      11.206948,      12.161946,212216377484403.620000,-31614768977652.859000,18041216061521.289000,-66659385999762.016000,     180.739503,       0.058695
2009-05-06 24:00:00,  164163.286160,       0.000000,       0.000000,       0.000000,      -7.478461,      13.589197,      22.549162,      13.589468,       0.000000,       0.000000,       0.000000,      12.601337,      11.206948,      12.601337,175874338818387.190000,-18344665157204.859000,27879709922495.750000,-38096475085698.898000,       6.586400,       0.055148
2009-05-07 24:00:00,  164248.176657,       0.000000,       0.000000,     209.565014,      -0.745268,     285.378835,      22.555200,      13.593107,       0.000000,       0.000000,       0.000000,      14.094420,      11.206948,      14.094420,302222366673120.190000,-1828141415558.786400,65947918366912.531000,-31463681627243.410000,      29.060452,       0.050708
2009-05-08 24:00:00,  164233.483203,       0.000000,       0.000000,       0.000000,     -14.207139,       0.000000,      22.554155,      13.592478,       0.000000,       0.000000,       0.000000,      14.903264,      11.206948,      14.903264,318258814089383.810000,-34850111590328.066000,10856595536972.354000,-85760118393707.687000,      21.163040,       0.110297
2009-05-09 24:00:00,  164248.176657,       0.000000,       0.000000,     245.874742,     -33.509646,     285.442029,      22.555200,      13.593107,       0.000000,       0.000000,       0.000000,      13.987624,      11.206948,      13.987624,143356743552105.720000,-82199161144892.703000,-71438324249029.750000,-46103038417939.617000,     122.069105,       0.093151
2009-05-10 24:00:00,  164217.161724,       0.000000,       0.000000,       0.000000,     -29.988418,       0.000000,      22.552994,      13.591778,       0.000000,       0.000000,       0.000000,      13.933488,      11.206948,      13.933488,213685638837335.560000,-73561589784195.172000,-49969980842506.977000,-58916405028330.461000,      49.658917,       0.724162
2009-05-11 24:00:00,  164191.105765,       0.000000,       0.000000,       0.000000,     -25.191109,       0.000000,      22.551140,      13.590661,       0.000000,       0.000000,       0.000000,      14.085850,      11.206948,      14.085850,265407086409425.530000,-61793791355463.805000,-35646239177933.508000,-73845917531458.516000,     226.007319,       0.723885
2009-05-12 24:00:00,  164145.098602,       0.000000,       0.000000,       0.000000,     -44.476438,       0.000000,      22.547868,      13.588689,       0.000000,       0.000000,       0.000000,      13.482912,      11.206948,      13.482912,264695141999349.810000,-109100701873190.310000,-37193138813726.508000,-101661790494622.670000,      14.027208,       0.079652
2009-05-13 24:00:00,  164188.464609,       0.000000,       0.000000,       0.000000,     -12.437682,      54.354755,      22.550953,      13.590548,       0.000000,       0.000000,       0.000000,      13.637045,      11.206948,      13.637045,183570816425532.970000,-30509633663064.090000,9297236911753.183600,-11439640179106.080000,       9.336740,       0.079088
2009-05-14 24:00:00,  164248.176657,       0.000000,       0.000000,     197.142682,     -23.504224,     271.810954,      22.555200,      13.593107,       0.000000,       0.000000,       0.000000,      14.054185,      11.206948,      14.054185,326532803939493.750000,-57655860731092.211000,28133190109538.578000,-73439222067372.328000,      80.242363,       0.408386
2009-05-15 24:00:00,  164224.596822,       0.000000,       0.000000,       0.000000,     -22.799403,       0.000000,      22.553523,      13.592097,       0.000000,       0.000000,       0.000000,      14.105871,      11.206948,      14.105871,196449088541597.340000,-55926935577031.734000,-11572134936811.572000,-58971345315447.445000,     167.269796,       0.407442
2009-05-16 24:00:00,  164175.220273,       0.000000,       0.000000,       0.000000,     -47.738762,       0.000000,      22.550010,      13.589980,       0.000000,       0.000000,       0.000000,      13.678803,      11.206948,      13.678803,325323209232910.620000,-117103181994296.020000,-61334625397227.812000,-83710019630814.172000,      58.726962,       0.054652
2009-05-17 24:00:00,  164132.103961,       0.000000,       0.000000,       0.000000,     -41.679681,       0.000000,      22.546944,      13.588132,       0.000000,       0.000000,       0.000000,      13.562515,      11.206948,      13.562515,343453135899215.190000,-102240257240106.020000,-75742523759421.812000,-152242892466230.090000,       4.538283,       0.504571
2009-05-18 24:00:00,  164078.742388,       0.000000,       0.000000,       0.000000,     -51.576555,       0.000000,      22.543148,      13.585844,       0.000000,       0.000000,       0.000000,      13.139475,      11.206948,      13.139475,196315057732255.870000,-126517290226241.980000,-63067842611402.031000,-102792269849997.560000,     167.216884,       0.521977
2009-05-19 24:00:00,  164062.418476,       0.000000,       0.000000,       0.000000,     -15.775199,       0.000000,      22.541987,      13.585144,       0.000000,       0.000000,       0.000000,      13.633809,      11.206948,      13.633809,332997649152184.750000,-38696562828640.281000,24612078620388.199000,-75907886235116.234000,      79.548615,       0.057200
2009-05-20 24:00:00,  164062.418476,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,      22.541987,      13.585144,       0.000000,       0.000000,       0.000000,      14.758365,      11.206948,      14.758365,336246237153417.560000,       0.000000,134685905453806.610000,-61535373172477.969000,      87.006510,       0.057200
2009-05-21 24:00:00,  164055.575720,       0.000000,       0.000000,       0.000000,      -6.612402,       0.000000,      22.541500,      13.584851,       0.000000,       0.000000,       0.000000,      15.847766,      11.206948,      15.847766,324807870809171.940000,-16220222654153.715000,65613927102834.578000,-66546920606478.477000,     276.725095,       0.057200
2009-05-22 24:00:00,  164074.102713,       0.000000,       0.000000,       0.000000,      -9.266786,      27.169702,      22.542818,      13.585645,       0.000000,       0.000000,       0.000000,      16.427594,      11.206948,      16.427594,202391457185190.870000,-22731425653309.301000,16981580630803.963000,-20361680081117.320000,     172.434259,       0.060984
2009-05-23 24:00:00,  164176.834752,       0.000000,       0.000000,       0.000000,      -9.407820,     108.685162,      22.550125,      13.590049,       0.000000,       0.000000,       0.000000,      16.926510,      11.206948,      16.926510,185653849059245.470000,-23077382447586.508000,-1807357160790.714400,-43003343896313.250000,     158.164840,       0.060984
2009-05-24 24:00:00,  164164.274694,       0.000000,       0.000000,       0.000000,     -12.141619,       0.000000,      22.549232,      13.589511,       0.000000,       0.000000,       0.000000,      17.959553,      11.206948,      17.959553,331858846796261.500000,-29783391706888.312000,7367726167197.440400,-77622887486204.344000,     282.630242,       0.060984
2009-05-25 24:00:00,  164094.905967,       0.000000,       0.000000,       0.000000,     -67.055054,       0.000000,      22.544298,      13.586537,       0.000000,       0.000000,       0.000000,      16.389180,      11.206948,      16.389180,305113027239609.250000,-164486046421260.160000,-94071095656873.250000,-113990796025241.160000,     259.862246,       0.074821
2009-05-26 24:00:00,  164065.938001,       0.000000,       0.000000,       0.000000,     -27.995661,       0.000000,      22.542237,      13.585295,       0.000000,       0.000000,       0.000000,      15.979042,      11.206948,      15.979042,71197057574400.641000,-68673356973436.672000,-43788158913370.539000,-11774971836181.959000,       0.533444,       0.060984
2009-05-27 24:00:00,  164247.098250,       0.000000,       0.000000,       0.000000,     -15.130494,     190.194133,      22.555123,      13.593061,       0.000000,       0.000000,       0.000000,      15.938038,      11.206948,      15.938038,100875341935860.620000,-37115102867842.617000,-26430522512276.082000,-6274242459940.263700,       5.726963,       0.414515
2009-05-28 24:00:00,  164214.798042,       0.000000,       0.000000,       0.000000,     -31.231048,       0.000000,      22.552826,      13.591677,       0.000000,       0.000000,       0.000000,      15.832202,      11.206948,      15.832202,164848467742009.660000,-76609760327364.875000,-61649027767171.984000,-30215295736875.254000,     140.363407,       0.414359
2009-05-29 24:00:00,  164190.550413,       0.000000,       0.000000,       0.000000,     -23.442626,       0.000000,      22.551101,      13.590637,       0.000000,       0.000000,       0.000000,      16.222399,      11.206948,      16.222399,313234439275293.190000,-57504762344457.430000,7016691965008.594700,-64077027934389.781000,     266.736674,       0.414242
2009-05-30 24:00:00,  164163.602843,       0.000000,       0.000000,       0.000000,     -39.641577,      13.590637,      22.549184,      13.589482,       0.000000,       0.000000,       0.000000,      16.274770,      11.206948,      16.274770,275874794096920.370000,-97240787387686.156000,-17036489664168.666000,-88115486728384.750000,     234.940811,       0.414112
2009-05-31 24:00:00,  164120.257070,       0.000000,       0.000000,       0.000000,     -41.899961,       0.000000,      22.546101,      13.587624,       0.000000,       0.000000,       0.000000,      16.286298,      11.206948,      16.286298,349722814655409.120000,-102780603900737.250000,-43418628450041.562000,-131526490061957.670000,     297.856665,       0.413903
2009-06-01 24:00:00,  164175.448433,       0.000000,       0.000000,       0.000000,     -14.594976,      67.938119,      22.550027,      13.589990,       0.000000,       0.000000,       0.000000,      17.030572,      11.206948,      17.030572,318607596388314.000000,-35801475813420.836000,23777139137887.488000,-38015226200252.312000,     271.393143,       0.413903
2009-06-02 24:00:00,  164145.761296,       0.000000,       0.000000,       0.000000,     -28.697986,       0.000000,      22.547915,      13.588717,       0.000000,       0.000000,       0.000000,      16.618839,      11.206948,      16.618839,141091990258825.940000,-70396158943459.047000,-49643481387050.937000,-83562798775139.937000,     120.162648,       0.414026
2009-06-03 24:00:00,  164114.054547,       0.000000,       0.000000,       0.000000,     -30.647435,       0.000000,      22.545660,      13.587358,       0.000000,       0.000000,       0.000000,      16.764146,      11.206948,      16.764146,323813604801865.500000,-75178156985114.766000,-36081256564395.797000,-105499929615327.870000,     275.805481,       0.414026
2009-06-04 24:00:00,  164094.319750,       0.000000,       0.000000,       0.000000,     -19.073555,       0.000000,      22.544256,      13.586512,       0.000000,       0.000000,       0.000000,      17.719219,      11.206948,      17.719219,358511495828188.370000,-46787431142431.805000,-14585698627528.369000,-97715927954241.531000,     305.389661,       0.414026
2009-06-05 24:00:00,  164045.381743,       0.000000,       0.000000,       0.000000,     -47.295325,       0.000000,      22.540775,      13.584414,       0.000000,       0.000000,       0.000000,      17.534685,      11.206948,      17.534685,356898899886877.870000,-116015431130968.720000,-27108831763401.047000,-110558174041957.910000,     304.034939,       0.414026
2009-06-06 24:00:00,  164018.111777,       0.000000,       0.000000,       0.000000,     -39.934951,      13.584414,      22.538835,      13.583245,       0.000000,       0.000000,       0.000000,      17.070897,      11.206948,      17.070897,171735939682068.620000,-97960435991269.422000,-47529789589180.289000,-78149400344070.016000,     146.320959,       0.413409
2009-06-07 24:00:00,  164036.973684,       0.000000,       0.000000,       0.000000,     -22.525341,      40.749735,      22.540177,      13.584054,       0.000000,       0.000000,       0.000000,      17.319017,      11.206948,      17.319017,269953315814205.530000,-55254660391801.023000,-26393619923567.957000,-48098571059981.672000,     230.023067,       0.413500
2009-06-08 24:00:00,  164248.176657,       0.000000,       0.000000,     212.652664,     -11.551528,     421.105660,      22.555200,      13.593107,       0.000000,       0.000000,       0.000000,      17.898057,      11.206948,      17.898057,220677603091406.810000,-28335898753480.445000,-2660845045337.134300,-25844148771308.699000,     188.024798,       0.413500
2009-06-09 24:00:00,  164227.899865,       0.000000,       0.000000,       0.000000,     -19.605683,       0.000000,      22.553758,      13.592238,       0.000000,       0.000000,       0.000000,      18.512833,      11.206948,      18.512833,349029347255660.370000,-48092739482247.750000,-16218350234156.830000,-83563330245425.625000,     297.186757,       0.413500
2009-06-10 24:00:00,  164210.982926,       0.000000,       0.000000,       0.000000,     -16.355985,       0.000000,      22.552554,      13.591513,       0.000000,       0.000000,       0.000000,      18.596881,      11.206948,      18.596881,138983307157012.200000,-40121231767322.547000,-17938216056188.922000,-34522243054898.973000,     118.347182,       0.413500
2009-06-11 24:00:00,  164190.636656,       0.000000,       0.000000,       0.000000,     -19.670554,       0.000000,      22.551107,      13.590641,       0.000000,       0.000000,       0.000000,      18.661987,      11.206948,      18.661987,139545869816128.420000,-48251868142951.844000,-21466263525108.930000,-28248378960479.180000,     118.832556,       0.413500
2009-06-12 24:00:00,  164177.711521,       0.000000,       0.000000,       0.000000,     -12.495078,       0.000000,      22.550188,      13.590087,       0.000000,       0.000000,       0.000000,      19.071604,      11.206948,      19.071604,251992706328507.030000,-30650426219696.555000,-8569419204932.928700,-76220722997110.469000,     214.602261,       0.413500
2009-06-13 24:00:00,  164248.176657,       0.000000,       0.000000,      17.462190,     -10.132343,      95.130607,      22.555200,      13.593107,       0.000000,       0.000000,       0.000000,      19.731094,      11.206948,      19.731094,210452321787419.620000,-24854637015224.727000,-8592945606415.509800,-34468308541489.953000,     179.232908,       0.413500
2009-06-14 24:00:00,  164231.139384,       0.000000,       0.000000,       0.000000,     -16.473383,       0.000000,      22.553988,      13.592377,       0.000000,       0.000000,       0.000000,      20.642188,      11.206948,      20.642188,356534186360767.000000,-40409207897815.687000,-8745803563994.759800,-94176159135523.078000,     303.576876,       0.413500
2009-06-15 24:00:00,  164199.309179,       0.000000,       0.000000,       0.000000,     -30.775054,       0.000000,      22.551724,      13.591013,       0.000000,       0.000000,       0.000000,      21.220702,      11.206948,      21.220702,358760609229905.690000,-75491206852483.594000,-6680349616351.183600,-109507524837914.190000,     305.489014,       0.057200
2009-06-16 24:00:00,  164143.168733,       0.000000,       0.000000,       0.000000,     -54.273976,       0.000000,      22.547731,      13.588606,       0.000000,       0.000000,       0.000000,      20.262611,      11.206948,      20.262611,209985816897089.120000,-133134062956997.920000,-53494242819554.187000,-70436911273805.078000,     178.823424,       0.413500
2009-06-17 24:00:00,  164133.083933,       0.000000,       0.000000,       0.000000,     -23.336395,      13.588606,      22.547013,      13.588174,       0.000000,       0.000000,       0.000000,      20.713755,      11.206948,      20.713755,255293875818085.530000,-57244177716468.344000,-21808413634642.566000,-26103397731732.437000,     217.446164,       0.057200
2009-06-18 24:00:00,  164128.557710,       0.000000,       0.000000,       0.000000,     -17.963002,      13.588174,      22.546691,      13.587980,       0.000000,       0.000000,       0.000000,      21.409330,      11.206948,      21.409330,279572335039092.560000,-44063244735720.344000,6766174638780.096700,-39384066524567.883000,     238.132880,       0.057200
2009-06-19 24:00:00,  164248.176657,       0.000000,       0.000000,     527.067662,       0.000000,     625.047061,      22.555200,      13.593107,       0.000000,       0.000000,       0.000000,      22.506355,      11.206948,      22.506355,241321120721979.970000,       0.000000,49116257983696.727000,-13199836848151.666000,     205.554366,       0.694592
2009-06-20 24:00:00,  164248.176657,       0.000000,       0.000000,     107.700380,     -18.202193,     122.337967,      22.555200,      13.593107,       0.000000,       0.000000,       0.000000,      23.483636,      11.206948,      23.483636,349458220416768.690000,-44649979790831.703000,20112825274584.012000,-45387672710592.437000,     297.551928,       0.692878
2009-06-21 24:00:00,  164236.171715,       0.000000,       0.000000,       0.000000,     -25.200717,      13.593107,      22.554346,      13.592593,       0.000000,       0.000000,       0.000000,      23.935164,      11.206948,      23.935164,242884544069468.810000,-61817358060107.578000,-30592749203.060749,-59814595020419.461000,     206.808025,       0.692878
2009-06-22 24:00:00,  164248.176657,       0.000000,       0.000000,      15.877750,     -13.818952,      40.777778,      22.555200,      13.593107,       0.000000,       0.000000,       0.000000,      24.952727,      11.206948,      24.952727,244988850524985.780000,-33897889705106.937000,3190055945132.022900,-13421977578171.592000,     208.607669,       0.692878
2009-06-23 24:00:00,  164237.667683,       0.000000,       0.000000,       0.000000,     -10.161154,       0.000000,      22.554452,      13.592657,       0.000000,       0.000000,       0.000000,      26.505700,      11.206948,      26.505700,349751255549064.500000,-24925310899813.988000,18202269956206.215000,-41726558412835.047000,     297.801438,       0.692878
2009-06-24 24:00:00,  164208.301072,       0.000000,       0.000000,       0.000000,     -28.393711,       0.000000,      22.552364,      13.591398,       0.000000,       0.000000,       0.000000,      27.503422,      11.206948,      27.503422,346558734111615.870000,-69649772539117.703000,7930976943813.210000,-62067699806864.758000,     295.092893,       0.692878
